"2019-12-11 00:44:51 [main] INFO  c.e.todolist.TodolistApplication - Starting TodolistApplication on DESKTOP-BQ4L55I with PID 5964 (C:\Users\HP\Desktop\todolistvul\target\classes started by HP in C:\Users\HP\Desktop\todolistvul)
""2019-12-11 00:44:51 [main] INFO  c.e.todolist.TodolistApplication - No active profile set, falling back to default profiles: default
""2019-12-11 00:44:54 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
""2019-12-11 00:44:55 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 284ms. Found 2 repository interfaces.
""2019-12-11 00:44:57 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2019-12-11 00:44:59 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
""2019-12-11 00:44:59 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2019-12-11 00:44:59 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
""2019-12-11 00:45:00 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2019-12-11 00:45:00 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2019-12-11 00:45:01 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2019-12-11 00:45:01 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
""2019-12-11 00:45:01 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2019-12-11 00:45:02 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.4.8.Final}
""2019-12-11 00:45:02 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
""2019-12-11 00:45:03 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2019-12-11 00:45:06 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2019-12-11 00:45:06 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2019-12-11 00:45:09 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5b634e24, org.springframework.security.web.context.SecurityContextPersistenceFilter@430f0c63, org.springframework.security.web.header.HeaderWriterFilter@74026b18, org.springframework.security.web.authentication.logout.LogoutFilter@47c15468, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4a7e469d, org.springframework.security.web.session.ConcurrentSessionFilter@64eb14da, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@15549dd7, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@75e92bb7, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7b0dfa91, org.springframework.security.web.session.SessionManagementFilter@5cf1bbd3, org.springframework.security.web.access.ExceptionTranslationFilter@63846fa4, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3897f9ae]
""2019-12-11 00:45:09 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
""2019-12-11 00:45:10 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
""2019-12-11 00:45:10 [main] INFO  c.e.todolist.TodolistApplication - Started TodolistApplication in 22.378 seconds (JVM running for 24.962)
""2019-12-11 00:45:23 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2019-12-11 00:52:00 [main] INFO  c.e.todolist.TodolistApplication - Starting TodolistApplication on DESKTOP-BQ4L55I with PID 12956 (C:\Users\HP\Desktop\todolistvul\target\classes started by HP in C:\Users\HP\Desktop\todolistvul)
""2019-12-11 00:52:00 [main] INFO  c.e.todolist.TodolistApplication - No active profile set, falling back to default profiles: default
""2019-12-11 00:52:03 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
""2019-12-11 00:52:03 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 254ms. Found 2 repository interfaces.
""2019-12-11 00:52:05 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2019-12-11 00:52:07 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
""2019-12-11 00:52:07 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2019-12-11 00:52:07 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
